Taxon	M.02.c.S52	M.1.b.S33	M.min.b.S16	M.2.c.S35	M.01.a.S22	M.02.b.S59	M.01.c.S3	M.005.b.S39	S.02.a.S32	M.05.c.S36	M.005.c.S47	M.min.a.S30	S.005.c.S15	M.min.c.S48	M.05.a.S44	M.2.a.S38	M.005.a.S53	S.005.a.S41	S.01.b.S9	S.01.c.S25	M.1.c.S31	M.1.a.S40	M.02.a.S29	M.05.b.S19	S.01.a.S45	M.01.b.S60	M.2.b.S50	S.005.b.S5	S.02.b.S61	S.2.b.S20	S.05.c.S54	S.min.a.S21	S.1.b.S49	S.min.b.S4	S.1.a.S7	S.min.c.S10	S.2.c.S55	S.05.b.S24	S.05.a.S51	S.02.c.S2	S.1.c.S14	S.2.a.S18
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae; s__metagenome	3	1	11	5	17	10	2	9	0	3	3	1	0	3	5	8	8	3	3	0	45	20	7	3	0	7	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20	3	0	6	2	4	5	2	4	0	4	0	2	0	10	3	0	4	0	0	0	2	2	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Myxococcota; c__Polyangia; o__mle1-27; f__mle1-27; g__mle1-27; s__uncultured_delta	3	0	4	0	11	0	2	4	0	3	4	3	0	11	2	0	3	0	0	0	0	0	5	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7	3	3	6	10	0	0	2	0	5	4	0	0	0	0	0	8	0	12	7	2	1	7	4	1	14	0	21	14	0	0	5	9	0	5	2	8	0	0	2	1	4	20
d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group; s__uncultured_bacterium	3	0	6	0	3	0	0	6	0	4	3	1	0	0	1	0	2	0	0	0	2	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium	3	1	0	0	0	5	1	2	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__metagenome	3	0	0	3	1	2	0	0	0	4	7	0	0	4	0	0	0	0	0	0	0	1	0	6	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__uncultured_bacterium	3	0	5	0	0	2	0	0	0	0	6	5	0	0	0	0	5	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__uncultured; s__uncultured_bacterium	3	7	1	6	9	1	2	5	0	9	0	0	0	0	34	1	8	0	0	0	14	0	1	35	1	0	12	2	0	54	4	0	2	0	2	0	8	0	0	2	5	0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae	3	0	0	0	0	5	0	4	0	0	0	0	0	4	2	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__uncultured_bacterium	3	3	14	2	0	16	5	7	0	0	6	30	0	8	15	19	15	0	8	0	18	10	14	18	0	17	7	3	0	0	0	1	0	2	9	0	6	4	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium	3	0	0	0	16	0	0	0	0	12	2	0	0	0	4	0	0	0	0	0	0	67	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7	3	10	22	19	1	0	5	20	0	5	10	15	0	11	8	6	0	0	0	0	6	15	1	24	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured	3	0	2	3	0	2	2	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter; s__uncultured_Polyangiaceae	3	1	6	0	2	6	3	4	0	3	4	5	0	0	3	0	10	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	9	0	0	0	0	0	0	1	6	3	0	1	4
d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__marine_metagenome	3	0	3	0	8	0	7	0	0	12	3	4	0	2	0	5	0	0	0	0	3	0	10	0	0	8	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	3	2	7	0	0
d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_Acidobacteria	3	2	0	20	0	0	2	0	0	0	0	0	0	0	5	16	5	0	0	0	0	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured	3	12	11	3	6	17	13	9	0	8	9	15	0	16	6	8	18	0	0	0	5	0	9	22	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_Acidobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Gemmatimonadota; c__S0134_terrestrial_group; o__S0134_terrestrial_group; f__S0134_terrestrial_group; g__S0134_terrestrial_group; s__uncultured_bacterium	3	4	8	0	2	4	5	5	0	5	3	2	0	2	6	0	4	0	0	0	1	13	4	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group; s__uncultured_bacterium	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	7	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured; s__metagenome	3	2	8	8	10	0	5	1	0	2	5	16	0	10	17	5	18	0	0	0	9	20	4	7	0	7	0	0	4	1	0	0	0	0	2	4	0	0	0	0	0	0
d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter	3	0	7	4	8	6	2	1	0	4	3	10	0	12	2	0	2	0	0	0	0	5	4	9	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__11-24; f__11-24; g__11-24; s__uncultured_Acidobacteria	3	8	0	0	8	5	5	8	0	2	9	4	0	4	10	0	2	0	0	0	3	4	15	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__uncultured_bacterium	3	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	2	0	0	3	0	0	0	0
d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured_bacterium	3	0	2	0	4	0	2	4	0	4	0	3	0	3	0	2	0	0	0	0	4	5	0	0	3	7	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	3	0	0	0	0	5	0	0	4	0	8	0	0	0	2	0	2	0	0	3	0	0	21	0	0	5	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	3	16	0	12	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	7	7	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__uncultured; s__metagenome	3	2	0	0	0	12	0	1	0	0	5	0	0	2	2	14	0	0	0	0	3	0	3	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	3	10	2	8	0	0	0	0	0	4	6	0	0	3	7	14	1	0	2	0	6	5	2	0	0	10	8	4	0	5	0	0	3	0	0	0	2	2	0	0	0	3
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__uncultured; s__uncultured_bacterium	3	2	8	2	3	8	3	2	0	1	4	0	0	5	1	2	9	0	0	0	0	5	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia	3	11	3	5	0	0	0	0	0	0	5	0	0	0	3	3	2	0	3	3	8	1	0	4	0	7	0	4	11	18	18	0	13	0	12	0	15	8	15	14	14	18
d__Bacteria; p__Chloroflexi; c__TK10; o__TK10; f__TK10; g__TK10; s__uncultured_bacterium	3	2	0	0	0	0	2	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__metagenome	3	0	5	0	2	0	4	7	0	5	6	4	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__possible_genus_04; s__metagenome	3	4	0	0	4	0	9	0	0	5	10	0	0	2	2	0	2	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured	3	14	5	7	6	0	8	11	0	5	4	12	0	18	9	9	9	0	0	0	2	0	17	10	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured	3	13	2	11	7	4	7	5	0	7	4	1	6	6	6	27	14	0	0	0	19	22	10	6	0	5	25	0	0	1	0	0	0	0	0	0	3	0	0	0	4	0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured; s__metagenome	3	0	0	0	0	0	0	0	6	0	0	0	28	0	0	3	4	9	24	5	0	0	2	0	22	0	0	22	17	3	17	4	4	21	27	34	0	15	9	11	0	5
d__Bacteria; p__Abditibacteriota; c__Abditibacteria; o__Abditibacteriales; f__Abditibacteriaceae; g__Abditibacterium; s__metagenome	3	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidisoma; s__uncultured_bacterium	3	3	3	4	2	0	0	4	0	5	0	3	0	5	7	0	0	0	0	0	0	0	3	3	0	11	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	3	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_Planctomycetia	3	0	0	3	1	0	2	3	0	0	0	1	0	0	3	4	0	0	0	0	0	5	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_bacterium	3	12	1	0	0	0	4	4	3	8	4	5	0	5	0	0	9	0	0	0	3	2	0	4	0	3	2	2	0	2	0	0	0	0	0	0	0	1	0	5	0	5
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_planctomycete	3	2	0	1	0	0	3	2	0	0	0	3	0	0	1	0	2	0	0	0	3	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__metagenome	3	4	7	1	5	13	0	0	0	11	4	0	0	4	4	5	10	0	0	0	9	5	6	8	2	7	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales	3	0	4	0	0	1	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Berkelbacteria; f__Berkelbacteria; g__Berkelbacteria	3	0	6	0	0	3	0	0	0	0	0	4	0	7	0	4	0	0	0	0	2	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__JG30-KF-AS9; g__JG30-KF-AS9; s__uncultured_Thermosporothrix	3	0	0	0	0	3	0	0	0	4	0	2	0	0	0	2	0	0	0	0	0	3	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__uncultured_bacterium	3	0	4	1	2	4	0	1	0	2	1	2	0	1	0	10	0	0	0	0	2	6	0	0	0	1	0	0	0	0	0	2	0	0	0	0	5	2	0	0	0	0
d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__DS-100; f__DS-100; g__DS-100; s__uncultured_bacterium	3	3	4	0	3	1	3	7	0	0	1	6	0	0	0	0	3	0	0	0	16	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__metagenome	3	0	0	0	0	0	2	2	0	4	3	0	0	0	1	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031; s__uncultured_bacterium	3	13	7	0	5	31	7	27	0	5	17	12	0	21	2	19	24	0	0	0	22	3	10	2	0	12	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__uncultured	3	7	0	0	2	16	4	0	0	0	3	8	0	3	0	1	5	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Chloroflexi; c__TK10; o__TK10; f__TK10; g__TK10; s__uncultured_bacterium	3	7	7	9	2	0	7	0	3	0	0	9	0	14	0	3	0	0	2	0	3	0	0	9	0	12	5	2	0	4	0	0	0	0	0	0	5	1	0	0	0	0
d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured	3	9	3	7	5	11	8	8	29	2	10	9	14	0	8	0	3	20	39	35	19	13	13	17	35	13	30	23	27	16	14	11	19	28	68	13	7	20	15	52	26	23
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae	3	0	9	0	6	0	1	0	0	0	0	7	0	7	1	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__uncultured; g__uncultured; s__uncultured_actinobacterium	3	0	10	0	4	8	2	0	0	0	11	4	0	8	10	0	14	0	0	0	4	1	7	10	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Chloroflexi; c__TK10; o__TK10; f__TK10; g__TK10; s__bacterium_Ellin6519	3	36	15	28	11	4	5	7	0	36	8	5	0	3	29	47	27	0	0	0	40	39	5	36	0	20	41	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__RCP2-54; c__RCP2-54; o__RCP2-54; f__RCP2-54; g__RCP2-54; s__uncultured_prokaryote	3	0	10	0	9	2	1	9	0	0	6	16	0	14	4	2	0	0	0	0	3	5	4	0	0	3	0	0	4	0	0	0	0	0	0	4	0	0	0	0	4	0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	3	0	0	0	8	0	5	1	0	39	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Roseimicrobium; s__Roseimicrobium_gellanilyticum	3	3	0	0	2	0	19	0	0	0	9	4	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1	3	0	2	0	3	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Chloroflexi; c__TK10; o__TK10; f__TK10; g__TK10	3	1	1	10	0	0	4	5	0	3	2	0	0	3	0	5	2	0	0	3	10	4	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__MB-A2-108; o__MB-A2-108; f__MB-A2-108; g__MB-A2-108; s__uncultured_bacterium	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	3	0	3	0	0	0	4	3	0	0	0	0	0	3	2	2	4	0	0	0	0	0	0	3	0	3	0	0	8	0	0	6	0	0	0	0	0	0	0	4	3	144
d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium	3	3	8	6	2	1	0	2	0	0	3	9	0	7	7	0	2	0	0	0	0	0	18	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__uncultured_Bacteroidetes	3	0	2	0	0	4	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter	3	0	9	0	0	6	0	0	0	9	0	3	0	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	3	2	4	4	0	5	1	3	95	2	0	5	38	1	0	10	3	59	69	68	0	6	0	2	100	1	3	72	93	101	91	41	133	58	136	33	94	114	110	106	98	101
d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__metagenome	3	0	3	2	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured	3	0	32	4	6	2	13	0	0	3	25	0	0	10	10	0	18	0	0	0	0	0	10	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured	3	0	0	0	0	6	0	0	0	0	0	0	0	0	12	0	4	0	0	0	18	25	3	3	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus	3	7	5	3	7	4	3	4	10	7	19	6	10	5	2	9	10	17	0	4	6	6	64	12	2	28	20	5	3	0	0	12	2	7	7	2	51	7	5	5	3	0
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Belnapia	3	0	4	0	0	11	0	0	0	8	0	0	0	2	4	2	5	0	0	0	0	3	2	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Armatimonadota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_actinobacterium	3	4	6	0	2	0	1	0	215	0	5	2	141	3	5	2	0	149	159	200	5	2	0	0	197	3	3	166	219	155	175	229	239	248	208	248	188	178	231	215	284	115
d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__JG30-KF-CM45; s__metagenome	3	9	8	9	8	17	5	14	0	8	13	8	0	6	7	6	14	0	0	0	17	12	2	11	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b	3	0	0	2	2	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_soil	3	1	6	14	13	9	15	23	0	10	12	12	0	11	7	32	6	0	0	0	9	10	14	2	0	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__metagenome	3	0	0	3	1	9	4	7	0	5	4	8	3	3	9	8	4	0	0	1	5	11	0	6	0	5	14	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__uncultured_bacterium	3	1	0	1	0	9	6	3	0	0	13	0	0	0	4	0	0	0	0	0	3	0	9	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Lacunisphaera	3	0	0	0	0	0	12	3	0	0	2	0	0	4	0	0	6	0	0	0	0	0	7	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group	3	4	0	0	1	0	4	13	0	0	5	3	0	0	0	9	12	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__uncultured_bacterium	3	6	3	5	11	8	3	5	0	8	2	0	0	5	8	6	10	0	0	0	0	10	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__metagenome	3	22	11	4	17	0	11	0	0	24	23	14	0	1	3	15	9	0	0	0	7	15	13	7	0	3	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17	3	17	0	2	6	3	8	3	0	0	7	3	8	0	8	19	0	0	9	6	11	4	8	5	2	0	6	0	16	0	2	5	8	12	6	5	0	9	2	8	0	0
